Word,Polarity
بموت فيكي, Positive
عفيف, Positive
متميز, Positive
قذاره, Negative
لخبطوني, Negative
غار, Negative
بدعت, Positive
تقاوم, Negative
كتاتون, Negative
خربو, Negative
غبي, Negative
عار عليك, Negative
عاهرات, Negative
عفوي, Positive
بالدراع, Negative
انضرب, Negative
يستنزف, Negative
مش ولابد, Negative
مسيء, Negative
معندهوش إحساس, Negative
اتعذبت, Negative
نتواطأ, Negative
عهر, Negative
بيستغل, Negative
خربت, Negative
غتت, Negative
عقبه, Negative
استبشار, Positive
حبتهم, Positive
يكذبو, Negative
متشيك, Positive
عور, Negative
تفقد المعنى, Negative
يتوكس, Negative
عوض, Negative
تجاهل, Negative
سفاف, Negative
بوس, Positive
حبتها, Positive
بذاء, Negative
عيد, Positive
بوذ, Negative
لا مبرر له, Negative
بوظ, Negative
عيب, Negative
يكوش, Negative
تخلصكم, Negative
يا حياتي, Positive
تهدد, Negative
تهدر, Negative
معدوم, Negative
احترم نفسك, Negative
شتايم, Negative
بتخرب, Negative
غجر, Negative
ضلالي, Negative
عيل, Negative
اتكبستم, Negative
تطاول, Negative
نهزيء, Negative
نطغي, Negative
نتخطف, Negative
تؤيد, Positive
شكوي, Negative
سفاح, Negative
عيط, Negative
دناءه, Negative
يغنيك, Positive
فايح, Negative
ضايع, Negative
تصيح, Negative
فرفوور, Negative
يسقط يسقط, Negative
اشتغال, Negative
تقل دم, Negative
دمعا, Negative
يسقطو, Negative
بستغرب, Negative
فظيع, Positive
تتربى في عزك, Positive
نطعن, Negative
نسعدك, Positive
لحد امتى, Negative
الله الله, Positive
اعذار, Negative
في عنايه الله, Positive
اعدمو, Negative
انسان شمال, Negative
ننييكك, Negative
غدر, Negative
اسوء منهم مفيش, Negative
صباحكم  محبه, Positive
اهانه, Negative
يكلك, Negative
اهانو, Negative
قتيل, Negative
تهتك, Negative
حقودي, Negative
كلاكيع, Negative
عاالمي, Positive
تنور, Positive
اتهانت, Negative
ربنا يحمي, Positive
بيتنك, Negative
استبشرت, Positive
هيهرب, Negative
ياخسارتكم, Negative
بسباب, Negative
سرسجي, Negative
خرست, Negative
غرر, Negative
الي زوال, Negative
سوء الاداره, Negative
اتشطف, Negative
تنهش, Negative
يخذلكم, Negative
تنهض, Positive
حمد الله علي سلامتكم, Positive
جتكم القرف, Negative
اضمحلال, Negative
تهبل, Positive
ياكش تولع, Negative
متملق, Negative
يكفل, Positive
منتظرين منها إيه, Negative
يلزقو, Negative
مشرق, Positive
غرق, Negative
تصمت, Negative
تنهب, Negative
تهان, Negative
فعال, Positive
يكفر, Negative
متمكن, Positive
رغاي, Negative
يكذب, Negative
مسك الختام, Positive
جبروت, Negative
فاسد, Negative
مهانه, Negative
هعنس, Negative
شكرا, Positive
عاركه, Negative
لتقل خيرا او لتصمت, Negative
فاسق, Negative
تنصر, Positive
بحبوحه, Positive
اجبن, Negative
بخيل, Negative
يكدب, Negative
يكدس, Negative
وجع قلبي, Negative
مزعلني, Negative
تنسو, Negative
تنسي, Negative
هنيئا لكم, Positive
متناقض, Negative
سخيف, Negative
تنزع, Negative
بنتش كلب, Negative
تهاجم, Negative
تصرخ, Negative
تنزف, Negative
يناقض, Negative
غشك, Negative
تنسا, Negative
غصب, Negative
تفرحنا, Positive
ينافق, Negative
متناكه, Negative
يريق, Negative
ألاعيب, Negative
نسامح, Positive
غضب, Negative
يريح, Positive
منهار, Negative
احفظهم يارب, Positive
صدورهم وسيعة, Positive
يقيل, Negative
بتشتمو, Negative
تراجع, Negative
استفاد, Positive
شرير, Negative
?ابقي قابلني, Negative
انهزامي, Negative
تصدق, Positive
شوخير, Negative
شريف, Positive
يكتم, Negative
فاخر, Positive
شهواتك, Negative
بالتوفيق, Positive
تندم, Negative
تؤجل, Negative
اتصدم, Negative
انا استفدت ايه, Negative
فاحش, Negative
يستنكر, Negative
يتورط, Negative
بتخون, Negative
التفاهه, Negative
مسخره, Negative
تندد, Negative
عينه زايغه, Negative
اتكسف علي دمك, Negative
اشرف واحد, Positive
نتخرس, Negative
ممتازه, Positive
تعاقبكم, Negative
فاجر, Negative
ميرسي, Positive
مفيهوش روح, Negative
يقهر, Negative
طمنتم, Positive
ماتستاهل , Negative
مفيش احسن من, Positive
راقاص, Negative
خراب, Negative
منكسفهوش, Positive
خرار, Negative
ممتن, Positive
نضربك, Negative
لايقاوم, Positive
غليظ, Negative
نضيف, Positive
روقان, Positive
مضطرب, Negative
خراف, Negative
بيقول حكم, Positive
ياما تحت السهاوي دهاوي, Negative
كلمانجي, Negative
ممتع, Positive
عفنت, Negative
اقتحم, Negative
عقاب, Negative
غلول, Negative
ملول, Negative
نضيع, Negative
مستقيم, Positive
ملوث, Negative
علي ما يرام, Positive
ربنا يخدكم, Negative
انفلات, Negative
نوجع, Negative
حبيايبي, Positive
يريحني, Positive
تتعجرف, Negative
غشاش, Negative
ملهم, Positive
نهين, Negative
خذلت, Negative
متشدد, Negative
نهيج, Negative
غلوش, Negative
مسمم, Negative
مش عيب عليك, Negative
متفق عليه, Positive
بنكرهك, Negative
مسلي, Positive
جاتكم خيبه, Negative
بنفضح, Negative
ضاعت, Negative
ثقيل الدم, Negative
اجدع, Positive
تنعم, Positive
يا روح أمكم, Negative
ابداع, Positive
قفانا, Negative
لا يقهر, Positive
هتشتغل, Negative
هبوط, Negative
عورني, Negative
مسلح, Negative
اتألش, Negative
المحلسه, Negative
دمار, Negative
اصنام, Negative
دماغها حلوه, Positive
نشتمو, Negative
احفظه يارب, Positive
متشرد, Negative
يكسف, Negative
خيالي, Positive
متيأسش, Positive
تتواطا, Negative
يكسر, Negative
متمزج, Positive
شبه امي, Positive
اتأمص, Negative
البهجه, Positive
تتلسع, Negative
اتفائل, Positive
خازوق, Negative
لا يرقي, Negative
هييح, Positive
فاضي, Negative
يكسب, Positive
فاضل, Positive
يزرط, Negative
هييس, Negative
متأخر, Negative
تسجنو, Negative
خيانه, Negative
غفل, Negative
امتهان, Negative
يضييع, Negative
شر البليه ما يضحك, Negative
يسعد مساكم, Positive
ضميرها صاحي, Positive
اتشرفت, Positive
نهمل, Negative
نهنئ, Positive
يتهور, Negative
مزعلكم, Negative
مستكرد, Negative
لاعقلانيه, Negative
يكرم, Positive
مسحول, Negative
نواح, Negative
يكره, Negative
خصارتك, Negative
يانهاري , Negative
تنصف, Positive
فاشخ, Negative
فاشي, Negative
إبداعي, Positive
متعكنن, Negative
يتربى بعزكم, Positive
هبله, Negative
غفو, Negative
فاشل, Negative
ماتوا, Negative
استبدادي, Negative
انتحار, Negative
بيبدع, Positive
غلب, Negative
ربنا ياخدك, Negative
ناصح, Positive
تقصير, Negative
انسحب, Negative
هاردلك, Negative
ناصر, Positive
لبس في الحيطه, Negative
يتربى بعزك, Positive
عذبهم, Negative
الطعامه, Positive
الحاد, Negative
عيد ميلاد مجيد, Positive
منشق, Negative
مؤرف, Negative
مؤذي, Negative
ناسي, Negative
نخونو, Negative
يفقد المعنى, Negative
اتمسح بيه الارض, Negative
غلس, Negative
غلط, Negative
غلظ, Negative
غوغاء, Negative
غوغائ, Negative
نزلزل, Negative
بتبهدل, Negative
غمه, Negative
مصرع, Negative
يعذبو, Negative
تطنيش, Negative
زي النيله, Negative
لاعيبه, Positive
هاجمو, Negative
مستواه انخفض, Negative
تهنئ, Positive
تهمل, Negative
تهمه, Negative
اشتهيت, Positive
تواب, Positive
هتشل, Negative
نارك, Positive
غني, Positive
يستاهلوا, Negative
مؤدب, Positive
ازدراء, Negative
مؤخر, Negative
مصدي, Negative
مجبور الخاطر, Positive
يتعظوا, Negative
ذكريات جميله, Positive
حبيبك, Positive
مع الأسف, Negative
نجاح ساحق, Positive
انقسام, Negative
هو دا الكلام, Positive
تهكم, Negative
حبيبي, Positive
نرفزه, Negative
صباح المحبه, Positive
كدبو, Negative
كده تو ماتش, Negative
هتشتكي, Negative
فوق الشبهات, Positive
نادم, Negative
نخطيء, Negative
الله يحفظكم, Positive
عامل نفسه من بنها, Negative
نادر, Positive
مندس, Negative
ثعلب, Negative
مفشوخ, Negative
حبيبت, Positive
اضطراب, Negative
غور, Negative
عريق, Positive
تحايل, Negative
اتمرمطت, Negative
تبا, Negative
متقلب, Negative
بهدله, Negative
عقيم, Negative
جمهوريه الموز, Negative
عذبنا, Negative
خريس, Negative
انستم, Positive
ضعفك, Negative
تبك, Negative
نتظاهر, Negative
متخفيش, Positive
مؤثر, Positive
متكبر, Negative
انقلاب, Negative
لقيط, Negative
كداب, Negative
جريئه, Positive
انا هنتحر, Negative
منحل, Negative
تظاهر, Negative
عذبني, Negative
عروس, Positive
غيظ, Negative
رفعولنا معنوياتنا, Positive
منحس, Negative
مشين, Negative
منحط, Negative
عروه, Negative
تعتيم, Negative
احلف, Negative
يليف, Negative
يليق, Positive
احلي, Positive
ستين نيله, Negative
يشرذم, Negative
يشتت, Negative
مالكيش, Negative
 هنيالك, Positive
احلا, Positive
فرحتم, Positive
فرحتي, Positive
يسهم, Positive
تثق, Positive
بيحبطن, Negative
متضايق, Negative
شراشيح, Negative
خلص الكلام, Negative
تحب, Positive
اهنيك, Positive
شراميط, Negative
تودد, Positive
انت شمال, Negative
تخض, Negative
بتاكلك, Negative
تحي, Positive
تحن, Positive
احقر, Negative
تحك, Negative
ينهبو, Negative
منسجم, Positive
يلا نفسى, Negative
ازعاج, Negative
منعش, Positive
توجع, Negative
متضامن, Positive
شلوط, Negative
سفله, Negative
شلوت, Negative
لاإحساس, Negative
تضيع, Negative
اسعاره غاليه, Negative
قلشت منك, Negative
هيزهق, Negative
ارهاب, Negative
شمام, Negative
يتقاعدوا, Negative
ساندتم, Positive
صحيحه, Positive
معاناه, Negative
يتشرد, Negative
زبانيه, Negative
يتمسح, Negative
تهين, Negative
نتحبسو, Negative
توتر, Negative
ارهاق, Negative
حج مبرور, Positive
ترن, Negative
مطبلاتي, Negative
يخربيت, Negative
اطيب , Positive
اوبئه, Negative
ضعيف, Negative
اوباش, Negative
عشره علي عشره, Positive
دبحتن, Negative
تهيج, Negative
وطنيه, Positive
مؤسف, Negative
ناضل, Positive
اتشحور, Negative
تهور, Negative
تاعب نفسه, Negative
ناضج, Positive
تسب, Negative
يسقط, Negative
تعتقل, Negative
يسفك, Negative
منصف, Positive
يسفل, Negative
بغباؤه, Negative
متردد, Negative
قطعتو, Negative
العوض على الله, Negative
استغباء, Negative
بنستسهل, Negative
احتل, Negative
تشل, Negative
مبتهج, Positive
ايه الجديد, Negative
يسخن, Negative
ربنا يديم المحبه, Positive
طرطور, Negative
دمكم, Negative
ايدتم, Positive
نولع, Negative
نهاية صادمة, Negative
تستخف, Negative
تصد, Positive
حسن السمعه, Positive
تصح, Positive
نستغيث, Negative
طاغيه, Negative
يسخر, Negative
اجهل, Negative
قتلتم, Negative
بدين, Negative
قتلتو, Negative
النموذج الرفيع, Negative
تضل, Negative
عصابه, Negative
يسجن, Negative
تضر, Negative
عصابي, Negative
متردي, Negative
تهميش, Negative
اتكتم, Negative
احبب, Positive
تضرب, Negative
هتوحشنا, Positive
يزيل, Negative
احبش, Positive
بديع, Positive
فبرك, Negative
اجهض, Negative
تطغ, Negative
ترموك, Negative
تستجم, Positive
خطوات كبيره للوراء, Negative
مزايد, Negative
احترم, Positive
يزيط, Negative
اجمل, Positive
تهزء, Negative
ملهاش في الطيب نصيب, Negative
تعب, Negative
غلاستك, Negative
نشاور, Positive
مش معبرك, Negative
تهزئ, Negative
استحسان, Positive
يزيح, Negative
تستحي, Positive
سوء فهم, Negative
متقطع, Negative
يلجا, Negative
تعل, Negative
وحشتيني, Positive
لذيذه, Positive
يتسول, Negative
اجمد, Positive
تهرب, Negative
تعر, Negative
فرحان, Positive
هات ضلفها, Negative
تؤيدني, Positive
صهيوني, Negative
تعط, Negative
تزوير, Negative
تضحك, Positive
تنرفز, Negative
يزوغ, Negative
مساعده, Positive
يتشتم, Negative
يفرح قلبك, Positive
يزهق, Negative
اتريق, Negative
بنحرق, Negative
اجلد, Negative
تغش, Negative
عمل خيري, Positive
تهدم, Negative
تتفشخ, Negative
بموت فيك, Positive
تهدي, Positive
عنيفه, Negative
يفهمك, Positive
متفهم, Positive
سلطاء, Negative
يسعد, Positive
عقوق, Negative
يلعن, Negative
ناجح, Positive
حمد الله علي السلامه, Positive
اتقمص, Negative
تشجيع, Positive
غشيم, Negative
خروف, Negative
ماتحسن ملافظك, Negative
يا بعيد, Negative
تتفرس, Negative
اترمت, Negative
قليل حياء, Negative
مستفذ, Negative
عشوائي, Negative
انا مشروخ, Negative
طهاره, Positive
مستفز, Negative
مميت, Negative
مشوق, Positive
يتسلح, Negative
مميز, Positive
كوشتم, Negative
احسن, Positive
أروع, Positive
مشوه, Negative
ضمايرها ماتت, Negative
مشوش, Negative
جنان رسمي, Negative
متربي, Positive
يتربى في عز, Positive
اتقهر, Negative
اتكبس, Negative
خرنق, Negative
ارتباك, Negative
يلطش, Negative
متفوق, Positive
بيستهبلو, Negative
ممول, Negative
لا يقدر بثمن, Positive
مموه, Negative
احرق, Negative
يحاكمك, Negative
هيكسب, Positive
دموع, Negative
مصاب, Negative
دمرتم, Negative
نابغ, Positive
احذر, Negative
جتكم نيله, Negative
استبشرخير, Positive
مالوش في الطيب نصيب, Negative
تضعف, Negative
قلبي وجعني, Negative
نشتموك, Negative
غصبا, Negative
بنحبك, Positive
ده فنان, Positive
دموي, Negative
مبتكر, Positive
البلاا, Negative
تدهورت, Negative
تفز, Negative
تفر, Negative
ما حدش هيسال فيكم, Negative
تبتئس, Negative
متذوق, Positive
تتظاهر, Negative
مشكل, Negative
هنضيع, Negative
تفو, Negative
روحمك, Negative
ربنا يوعدنا, Positive
نطهر, Negative
شهواني, Negative
عدم رغبه, Negative
ممله, Negative
احتفاء, Positive
انسرق, Negative
حبايب, Positive
واهيه, Negative
مشقه, Negative
تقي, Positive
يسرق, Negative
مايصحش, Negative
ماتزعليش, Positive
تقع, Negative
ينصرك, Positive
ضحاله الفكر, Negative
تقل, Negative
ينصره, Positive
ربك كريم, Positive
أسطووره, Positive
يشكر, Positive
لاانصح, Negative
مثير للشفقه, Negative
تستفز, Negative
تأنيب ضمير, Negative
يتهومنا, Negative
هنيئا, Positive
مافيش احسن من, Positive
تطهر, Positive
مثير للشفقة, Negative
أنت فين يا انشراح, Negative
سخريتك, Negative
يتنفخ, Negative
تستقر, Positive
تستغيث, Negative
تلم, Negative
هذيان, Negative
يمكر, Negative
صائب, Positive
تتفنن, Positive
تنح, Negative
يتحملك, Negative
طيح الله حظكم, Negative
استفزازية, Negative
تتقبض, Negative
تؤنسني, Positive
نعصي, Negative
رصاصه, Negative
تهش, Negative
معندهوش دم, Negative
اتجننتم, Negative
تعجرف, Negative
تهد, Negative
للأسف, Negative
استغلالي, Negative
تطمح, Positive
يتنكر, Negative
نخالف, Negative
نعشق, Positive
نعصب, Negative
تضليل, Negative
نبسط, Positive
بنخاف, Negative
خسرت, Negative
يقتلو, Negative
اتسحلتم, Negative
قحبه, Negative
حافظ مش فاهم, Negative
استفزازيه, Negative
هرتله, Negative
يقتلك, Negative
سعاده, Positive
بتهرتل, Negative
مش طايقاك, Negative
تطهير, Positive
بيكابر, Negative
باكابورت, Negative
فقعتولها, Negative
جربوع, Negative
اغتصاب, Negative
مهزء, Negative
مهزا, Negative
احتقر, Negative
ررووعه, Positive
تقيل علي قلبي, Negative
بلاغات, Negative
تولع, Negative
نعزل, Negative
بالعافيه , Negative
نبرع, Positive
قحاب, Negative
بزمتك, Negative
لبستو, Negative
تواضع, Positive
تطفش, Negative
هايطلق, Negative
مهرج, Negative
تستغل, Negative
قرطستك , Negative
سبهلل, Negative
غطيني و صوتي, Negative
تطفل, Negative
تحقق الحلم, Positive
تواطؤ, Negative
تواطء, Negative
لف ودوران, Negative
نعري, Negative
اخطر, Negative
عدائي, Negative
نعرص, Negative
لزيز, Positive
ولاد وسخه, Negative
مش ولا بد, Negative
مهذب, Positive
عزيز, Positive
تشتموك, Negative
دهيه تاخدك, Negative
احتلت, Negative
مهدر, Negative
صوفي, Positive
مضحك, Positive
منه لله, Negative
كذبا, Negative
كذبت, Negative
كفرتم, Negative
هوه ده الي ربنا قدركم عليه, Negative
يهييص, Negative
يغللط, Negative
عقبالك, Positive
يربوك, Negative
يشيل, Negative
هتضيع, Negative
كفرتو, Negative
هيقبضك, Negative
ملحلح, Positive
الجفاف, Negative
يعجبني, Positive
استهزائك, Negative
صاحي, Positive
ضربه معلم, Positive
جريمه, Negative
صاخب, Negative
تستغفر, Positive
بيعيد و يزيد, Negative
سرور, Positive
لازم تتربي, Negative
عنتري, Negative
تضللو, Negative
يشيد, Positive
بيهلفط, Negative
مستمتعتش, Negative
مبيحسش, Negative
طيب اوي, Positive
نستغفر, Positive
داهيه تاخدك, Negative
صاحب, Positive
ينجح, Positive
متشرمط, Negative
محتكر, Negative
يربيك, Negative
تعجبن, Positive
برود, Negative
ارق ناس, Positive
اغتصبو, Negative
يشوه, Negative
زي القمر, Positive
سفك الدماء, Negative
نولول, Negative
انساني, Positive
يخربيت حلاوتك, Positive
ينتن, Negative
سزاج, Negative
محتقر, Negative
بيعيط, Negative
محروقه, Negative
الحكمه, Positive
من نجاح الي نجاح, Positive
اوعوا, Negative
برنس, Positive
علي راسه ريشه, Negative
يخرب بيت, Negative
تقويكي, Positive
ننحني, Negative
تحيني, Positive
نعاقب, Negative
يموت, Negative
يمهل, Negative
اجهل بني, Negative
نهرتل, Negative
ينبح, Negative
اتكسف, Negative
الله اكبر, Positive
يشكرك, Positive
بركه, Positive
سرقه, Negative
سرقو, Negative
ضمير حي, Positive
بكاء, Negative
تجربه مريره, Negative
كفرو, Negative
عسسل, Positive
خلصو, Negative
سرقت, Negative
زياده الخير خيرين, Positive
ملخبط, Negative
هيسجنن, Negative
نبطل, Negative
يشكم, Negative
نعال, Negative
كتر خيرهم, Positive
بتجنن, Positive
منمق, Positive
ذبال, Negative
ايه اللي انت بتقوله ده, Negative
وانا ليه, Negative
ملاءمه, Positive
يشرف, Positive
نعاج, Negative
نسوان, Negative
التييت, Negative
العين الحمرا, Negative
يستبيحو, Negative
ياخساره, Negative
دهاء, Negative
يحميكي, Positive
ذباب, Negative
احيه, Negative
نظلم, Negative
ليه يا تري يا هل تري, Negative
ابن الشرموطه, Negative
سلبيتهم, Negative
عبره لكل, Negative
خزعبلي, Negative
مبحبكش, Negative
يتخاصم, Negative
منافقين, Negative
نغتصب, Negative
منافقيك, Negative
منكر, Negative
متقاعس , Negative
نخازل, Negative
مسجونين, Negative
يسحلونك, Negative
بتحبك, Positive
ناقص, Negative
عدم إستقرار, Negative
مستفزه, Negative
يحرق الدم, Negative
مستواها نزل, Negative
متخلفين, Negative
اتسرق, Negative
القادم أجمل, Positive
عدم القدره, Negative
احيك, Positive
شخصيته جميله, Positive
بتجوع, Negative
منقذ, Positive
بيغلط, Negative
منفر, Negative
هذي والله, Negative
ايذائ, Negative
هيسقط, Negative
سابق عصره, Positive
افضحو, Negative
ولا اعمل ايه, Negative
يحميني, Positive
يقتحم, Negative
فيه كل العبر, Negative
مساطيل, Negative
 متفائله, Positive
عصيان, Negative
بذيئ, Negative
احن اخت, Positive
سفيه, Negative
مقاطع, Negative
خوازيق, Negative
هتقع, Negative
اجبرك, Negative
قلوبكم حجر, Negative
يشجب, Negative
تطرف, Negative
حاجه تجنن, Negative
طراطير, Negative
تتبعزق, Negative
تورط, Negative
سخطكو, Negative
موضوعي, Positive
قرافه, Negative
اتسحل, Negative
قمه الجوده, Positive
توري, Negative
زحمه, Negative
خساره مابعدها خساره, Negative
انتحرت, Negative
يسيئ, Negative
يشتم, Negative
تبا لكم, Negative
يتلاعب, Negative
بذيء, Negative
احتقرك, Negative
اي بطيخ, Negative
رومانتيكيه, Positive
أزين, Positive
اخطا, Negative
بهاايم, Negative
مؤيد, Positive
نعذب, Negative
بلاهه, Negative
نعدم, Negative
كذاب, Negative
متململ, Negative
عكيت, Negative
يشعل, Negative
يتناك, Negative
بيكاكي, Negative
سلطوه, Negative
كفاك, Negative
اولعلكم, Negative
اه يا قلبي, Negative
طامعين, Negative
يتصاب, Negative
مبتذله, Negative
عزوه, Positive
كفار, Negative
رجاله شمال, Negative
برطع, Negative
تتردد, Negative
ذبحو, Negative
يتأمص, Negative
مبكرهش ف حياتى, Negative
خزوق, Negative
اعداء النجاح, Negative
اخشي, Negative
اخسر, Negative
محترم, Positive
منيل, Negative
سقطت, Negative
محترف, Positive
منيح, Positive
انحطاط, Negative
نحميك, Positive
بلاوي, Negative
نعجه, Negative
مصون, Positive
ينضرب, Negative
روح رياضيه, Positive
ياكش يولعوا, Negative
المتاجره بالدين, Negative
مجاري, Negative
مالوش ديه, Positive
ينهزم, Negative
نتبعزق, Negative
مؤمن, Positive
اجبار, Negative
مشاعر متناقضه, Negative
يا فرحه ما تمت, Negative
اخسئ, Negative
نظيف, Positive
يانهر اسود, Negative
تفشخك, Negative
اتكسفوا علي دمكم, Negative
بلالا, Negative
مشكلته, Negative
صرصار, Negative
ضميرها ميت, Negative
احتقار, Negative
توافق, Positive
ثقه, Positive
اخرص, Negative
دنيء, Negative
اخرس, Negative
نعارض, Negative
تترحم, Negative
تنصرني, Positive
خسئت, Negative
احتقان, Negative
مؤلم, Negative
ايذائه, Negative
يتخاذل, Negative
تطغي, Negative
غضبك, Negative
منور, Positive
برشم, Negative
بهرجه, Negative
تنصرهم, Positive
تصفيق, Positive
بتبقي بضان, Negative
خلاب, Positive
مهبب, Negative
ناهب, Negative
تصفيه, Negative
يا بعدي, Negative
استفزتني, Negative
مأساوي, Negative
مساومه, Negative
فاكر نفسه ايه, Negative
احترام, Positive
من حسن الحظ, Positive
رذيله, Negative
يتعارض, Negative
سكينة الروح, Positive
صباح الجمال, Positive
نامي, Positive
يتشلح, Negative
اجبرتك, Negative
نباح, Negative
يهان, Negative
ينهب, Negative
اصطناع, Negative
نورتم, Positive
بلاء, Negative
دكتاتور, Negative
كان احسن, Negative
افتعال, Negative
نستفيد, Positive
سماحه, Positive
سوء السمعه, Negative
اعتقل, Negative
فتوه, Negative
يصلح, Positive
صعبه, Negative
عاوزه تتربي, Negative
هيقتل, Negative
مظالم, Negative
ضربه علي قفاه, Negative
مستنضفهم, Positive
عذااب, Negative
استمتعت, Positive
نرحمه, Positive
بنتقد, Negative
يحتفل, Positive
ننتقد, Negative
تعبك, Negative
نرحمك, Positive
يحتقر, Negative
يحتفي, Positive
يلعن ابو, Negative
جبن, Negative
فتور, Negative
سعر مرتفع, Negative
اتمسح بينا الأرض, Negative
رجعي, Negative
لتصمت, Negative
استمتعو, Positive
يصفع, Negative
مواكيس, Negative
تعبت, Negative
ننتقم, Negative
ندافع, Positive
يستكرد, Negative
مولوتوف, Negative
صامت, Negative
ينكر, Negative
سماجة, Negative
وجع في قلبك, Negative
ينقط, Negative
يقاضي, Negative
حقدك, Negative
بيفكر صح, Positive
صالح, Positive
نغضب, Negative
جحيم, Negative
جثث, Negative
مزئطط, Positive
علي جثتي, Negative
تالق, Positive
ينقذ, Positive
تمثيل, Negative
اهمال, Negative
رهينه, Negative
تظلم, Negative
اتخمدتم, Negative
تطمئن, Positive
لم تلتزم, Negative
مخيب للامال, Negative
ينفخ, Negative
جثه, Negative
جحش, Negative
تافه, Negative
جحود, Negative
موسخ, Negative
معتوه, Negative
بسمتي, Positive
صافي, Positive
تلعنك, Negative
محظور, Negative
راضي عن, Positive
في نص هدومه, Negative
محظوظ, Positive
مجنون, Negative
بتلعب علي, Negative
بيشتموك, Negative
انحلال اخلاقي, Negative
بيهيج, Negative
اختفت, Negative
تعبني, Negative
انقاض, Negative
تباطؤ, Negative
ادعم, Positive
مشاعر مرهفه, Positive
جدع, Positive
اقل من عادي, Negative
تعزل, Negative
تعزك, Positive
يهدم, Negative
تعسر, Negative
مكافئه, Positive
يضحك, Positive
ماسوني, Negative
بحزرك, Negative
تعسف, Negative
نوفقك, Positive
ماعندكش دم, Negative
لا طعم له, Negative
افتر, Negative
زفتت, Negative
يهدد, Negative
يهدر, Negative
مش بيعبرك, Negative
تعري, Negative
مبيسترش, Negative
نقدرك, Positive
بتتبلا, Negative
جدل, Negative
حقك عليا, Positive
دا انتي تامري, Positive
جرف, Negative
يؤيد, Positive
موهوم, Negative
تبدع, Positive
مافيش اطعم من, Positive
يتكسف, Negative
بنتعر, Negative
تعرص, Negative
جذم, Negative
إطراء, Positive
جن جنونها, Negative
تهريج, Negative
ايوا بقا, Positive
بتوع مصلحه, Negative
تهريب, Negative
تعدم, Negative
وفاء, Positive
تعذب, Negative
بيحترمها, Positive
جزم, Negative
بيشتمك, Negative
يصيع, Negative
تصبحوا علي خير, Positive
منفلت, Negative
نماطل, Negative
تعدي, Negative
مكافأه, Positive
بتبوظ, Negative
يصيب, Negative
يصيح, Negative
سكير, Negative
دمهم تقيل, Negative
لا تتهور, Negative
يتريق, Negative
ايجاب, Positive
مخربئه, Negative
انجرحت, Negative
تتوصفش, Positive
يتبرؤن, Negative
افاق, Negative
افاك, Negative
حلوين, Positive
يصون, Positive
معتقل, Negative
قليل الذوق, Negative
يهتك, Negative
جاب اخره, Negative
جشع, Negative
استعباط, Negative
معندكيش دم, Negative
شنيع, Negative
صايع, Negative
استعباد, Negative
يؤنس, Positive
اعتصم, Negative
هتشتم, Negative
سلبي, Negative
اراجوز, Negative
مختلف, Positive
سلام, Positive
يؤمن, Positive
تتحسر, Negative
الي الجحيم, Negative
ينور, Positive
يزعلك, Negative
عيد سعيد, Positive
تتورطوا, Negative
تبجح, Negative
شخصيه محترمه, Positive
بيضربو, Negative
يزعلو, Negative
تايه, Negative
جاتكو القرف, Negative
تبارك الخلاق, Positive
تتحشر, Negative
عبره لغيره, Negative
بلاغ, Negative
عبره لغيرك, Negative
نقطنا بسكاتك, Negative
بر الامان, Positive
ينهش, Negative
ينهض, Positive
مبكرهش قد, Negative
يعاقبكم, Negative
حد وجهلك كلام, Negative
سلم ايدك, Positive
بتغابي, Negative
خليك واضح, Negative
مشتاق لك, Positive
وساخه, Negative
ينصف, Positive
مضلل, Negative
جتني خيبه, Negative
هاتشل, Negative
كياسه, Positive
يخربيت جمالكم, Positive
مختطف, Negative
ينصر, Positive
نعور, Negative
سوء السلوك, Negative
مهنج, Negative
احن صديق, Positive
يتكتم, Negative
مهمش, Negative
محاصر, Negative
ينسو, Negative
أسطوري, Positive
يحترف, Positive
تتخرس, Negative
علقه, Negative
يحترم, Positive
يحترق, Negative
احنا معاك, Positive
ميشرفنيش, Negative
مافيش الذ من, Positive
خراب ديار, Negative
ينسا, Negative
نعمه, Positive
احبسو, Negative
في المشمش, Negative
ينزع, Negative
نبكي, Negative
يصرخ, Negative
اقهرك, Negative
يجادل, Negative
ينزف, Negative
افساد, Negative
جتنك خيبه, Negative
تشتيت, Negative
مهكع, Negative
ليس لها مثيل, Positive
تباهي, Positive
خسرتك, Negative
تسلملي, Positive
ملهموش في الطيب نصيب, Negative
جاتكو نيله, Negative
اخيب, Negative
موهوب, Positive
يصدق, Positive
نيله, Negative
يخرب بيت جمالكم, Positive
قصفها, Negative
يتقمص, Negative
تسامح, Positive
يؤجل, Negative
اخوه, Positive
متحركوش, Negative
تجار دين, Negative
يتشملل, Negative
مسعور, Negative
دماغها عاليه, Positive
يمهل ولا يهمل, Negative
ننتصر, Positive
احفظه يا رب, Positive
مضايقني, Negative
بريق, Positive
تسلموا, Positive
يندد, Negative
نعفو, Positive
زنديق, Negative
مرتزقه, Negative
صادق, Positive
عبد المرشد, Negative
خسران, Negative
يتربى في عزك, Positive
تشتمو, Negative
متخاذل, Negative
لا ضمير, Negative
نغرق, Negative
معجبيك, Positive
زنبورها, Negative
موده, Positive
عسير, Negative
خفيفه, Positive
ما يصحش, Negative
منفصم, Negative
